"","pred.tag$id","predict","pre_flag"
"66","U076DD3",0.0412367698228339,0
"67","U44A210",0.212953197298093,0
"68","U4474F9",0.141215270386658,0
"69","U01568A",0.277996935926308,0
"70","U2ECCA9",0.289134051822671,0
"71","U384168",0.0857401211129312,0
"72","U38FB58",0.273943859965786,0
"73","U2E39E7",0.162862880841422,0
"74","U3299AB",0.252713214989498,0
"75","U23EA79",0.0605015483203722,0
"76","U03B8D9",0.222220779905333,0
"77","U1D9FE8",0.626566226587538,1
"78","U217B1C",0.377986359847296,0
"79","U32ACE8",0.434418235365876,0
"80","U4C04F0",0.312913607073048,0
"81","U2205C1",0.167976075521953,0
"82","U3C1A7F",0.3105062465192,0
"83","U099B34",0.390039537688878,0
"84","U12B468",0.127587712331765,0
"85","U277F3E",0.16223437448379,0
"86","U0EC3AF",0.298677796973381,0
"87","U217DCE",0.0944588165799876,0
"88","U027E9A",0.11887292366928,0
"89","U239B7C",0.182247720249451,0
"90","U249B08",0.069344404543635,0
"91","U379FC5",0.159959018231031,0
"92","U1D8781",0.376728095286756,0
"93","U339E0B",0.409899236043145,0
"94","U400E9D",0.265911386987408,0
"95","U4B936D",0.1163027277903,0
"96","U2AD1C9",0.374560989512052,0
"97","U308A89",0.566752295550038,1
"98","U40B56A",0.35218876881973,0
"99","U067573",0.092725908501248,0
"100","U2B3746",0.171527103233586,0
"101","U232D61",0.0347424615489044,0
"102","U4C41A5",0.126940231114642,0
"103","U3DD00A",0.238440614312059,0
"104","U33353C",0.177248978376972,0
"105","U125E57",0.062382592916016,0
"106","U3BA5D6",0.105096213657281,0
"107","U3AF199",0.229870705983783,0
"108","U374BC6",0.228892985121004,0
"109","U005066",0.18416560306414,0
"110","U356E56",0.252172139385273,0
"111","U25A76D",0.174870622852261,0
"112","U31EB8D",0.172498305474118,0
"113","U147CB0",0.186821368159388,0
"114","U187C8E",0.292588349956591,0
"115","U2A9D87",0.193208712807526,0
"116","U366FBE",0.187933466623788,0
"117","U01BBD0",0.182798600616412,0
"118","U263C42",0.353065175276334,0
"119","U03A113",0.178565502435588,0
"120","U517770",0.120511118524355,0
"121","U0990AF",0.116101243684215,0
"122","U0F315B",0.325211746200492,0
"123","U48E0B0",0.209462858285425,0
"124","U2F9FAA",0.321281559880545,0
"125","U2F1A63",0.393488454883279,0
"126","U376A86",0.122408078772422,0
"127","U02F7E2",0.177089841325183,0
"128","U27C324",0.105834554179758,0
"129","U1CF949",0.323650679105776,0
"130","U33AC65",0.287907471698161,0
"131","U1DC214",0.264810335885525,0
"132","U09F992",0.0997841156358818,0
"133","U4E5423",0.0544886211436936,0
"134","U280067",0.149538860966673,0
"135","U287E4A",0.193689661407789,0
"136","U46D257",0.16236772085463,0
"137","U1C90D9",0.195437573980455,0
"138","U3FB370",0.161192031434556,0
"139","U3ADFA6",0.144887995794651,0
"140","U285AD9",0.210556213730556,0
"141","U34DBBD",0.13737756959646,0
"142","U5101F6",0.0686171910718724,0
"143","U34A3A2",0.143592281566733,0
"144","U080E20",0.117917350268072,0
"145","U3F1EE9",0.277937792158414,0
"146","U279871",0.215666340137063,0
"147","U0326EA",0.137365677813779,0
"148","U4D4E5A",0.540869956617257,1
"149","U2D747D",0.278514174359143,0
"150","U0C9A7A",0.154432309649763,0
"151","U06BC96",0.300514156132261,0
"152","U410BC3",0.0999438451228602,0
"153","U047AD0",0.140317834721468,0
"154","U34F409",0.239576584265212,0
"155","U45BEF8",0.0529300624614755,0
"156","U3D383D",0.165428246635003,0
"157","U0F99FE",0.413805980699202,0
"158","U1C7DD6",0.135274671601722,0
"159","U5227FA",0.336889184548842,0
"160","U0D1444",0.0847579553899041,0
"161","U29693E",0.293493894804999,0
"162","U1A45FC",0.384842239976214,0
"163","U0D8127",0.100742034929072,0
"164","U3C1641",0.224378698485401,0
"165","U219D4A",0.22628047536582,0
"166","U28D4C2",0.0477952683527359,0
"167","U355A7E",0.0281869257817886,0
"168","U44108C",0.280923899046756,0
"169","U27A312",0.137890078460582,0
"170","U143944",0.124189317263159,0
"171","U211CAE",0.713718580927377,1
"172","U2D84F8",0.095605332765669,0
"173","U4BC617",0.205918744690481,0
"174","U1257B8",0.311367747091354,0
"175","U0F0CFF",0.223404537695382,0
"176","U02331D",0.153546082126063,0
"177","U12441F",0.344623467452074,0
"178","U33A621",0.0790102360534055,0
"179","U179B57",0.338864433612648,0
"180","U0D462A",0.378736214770576,0
"181","U0D6EC1",0.121213690026053,0
"182","U1E9A1D",0.146605428427269,0
"183","U208FAF",0.870605747577555,1
"184","U36873F",0.233608711290025,0
"185","U42BC1E",0.0948083130589052,0
"186","U38766C",0.142165378069198,0
"187","U1951D8",0.110733980251653,0
"188","U152DCF",0.213714935728156,0
"189","U18FC00",0.204970076702363,0
"190","U224EF0",0.36330247763129,0
"191","U0232C6",0.596322510138831,1
"192","U0C4CF4",0.464547958054506,0
"193","U488D35",0.628051232855499,1
"194","U0E26E7",0.102421518687536,0
"195","U2878E8",0.120118793432092,0
"196","U0F2C28",0.156125884467016,0
"197","U0EBE85",0.136845771271696,0
"198","U086D4E",0.521485641222529,1
"199","U042842",0.296840021235738,0
"200","U4A8303",0.057386947551487,0
"201","U2E6F51",0.305812189271245,0
"202","U2ACFEA",0.0944580281849139,0
"203","U21C76F",0.0765389299064929,0
"204","U4E70DC",0.182043194525371,0
"205","U2B5F9F",0.446164601572751,0
"206","U3E12BE",0.547755889818944,1
"207","U1966D4",0.393931325471791,0
"208","U0AF1C8",0.154655602636383,0
"209","U480F0E",0.191336654571387,0
"210","U065109",0.189883091577997,0
"211","U4685C2",0.111219742913426,0
"212","U080857",0.143896388383402,0
"213","U100BB0",0.0599867681090409,0
"214","U07DF61",0.262252353381241,0
"215","U535BE4",0.119822515316778,0
"216","U49B05A",0.0952991839656846,0
"217","U0322CE",0.242105553942561,0
"218","U2863D1",0.166205179247994,0
"219","U407411",0.074364860965659,0
"220","U32DA4F",0.274946574071793,0
"221","U371BA9",0.170634001407518,0
"222","U2CC152",0.0427770607240316,0
"223","U2CDA09",0.0341611236338611,0
"224","U3D92B7",0.1985878697145,0
"225","U3FCFAC",0.0722019666155523,0
"226","U1845C3",0.175052337161231,0
"227","U09CECD",0.172665448422999,0
"228","U2A33FC",0.223763168710377,0
"229","U371A50",0.170447154743474,0
"230","U02A6B9",0.181679368430799,0
"231","U3738BE",0.415833577266374,0
"232","U460467",0.38871144858262,0
"233","U205D92",0.126034183896592,0
"234","U48D99D",0.193305397377292,0
"235","U487DCD",0.0867158202125784,0
"236","U46893E",0.046397965721849,0
"237","U36A514",0.301477077645101,0
"238","U4B38EF",0.129971170821031,0
"239","U23344E",0.223875804435859,0
"240","U116EAE",0.157004408629109,0
"241","U21B53F",0.210670727574029,0
"242","U43B4A7",0.264157399992663,0
"243","U417885",0.402210040697292,0
"244","U4339A1",0.0952378804767343,0
"245","U379501",0.236016168385364,0
"246","U185A46",0.134537288152529,0
"247","U11477F",0.46428558422992,0
"248","U0FB500",0.136068872083564,0
"249","U073D89",0.213608635036402,0
"250","U21A225",0.0521537057588769,0
"251","U0035D3",0.221502706308884,0
"252","U0717EA",0.116644416685262,0
"253","U09990D",0.18914614885857,0
"254","U36D138",0.515460494687017,1
"255","U08D4C3",0.194778333783603,0
"256","U0D1CF7",0.308048786650684,0
"257","U17683D",0.168022968752054,0
"258","U2D6400",0.158992850667303,0
"259","U52E798",0.123394953079194,0
"260","U4605C3",0.145719199416978,0
"261","U0B13F8",0.216969287151317,0
"262","U2F97F8",0.156112541208492,0
"263","U39AE28",0.146021986970509,0
"264","U1DA165",0.315227889786295,0
"265","U3EA987",0.537027205710732,1
"266","U1AEEF0",0.256563564170856,0
"267","U245C09",0.17608611041038,0
"268","U0AA98C",0.147859537375472,0
"269","U335B48",0.352762189186553,0
"270","U3C62E4",0.1731563672526,0
"271","U2452F9",0.201386614268799,0
"272","U40E58A",0.213733327602221,0
"273","U390578",0.0984305612442893,0
"274","U44ACD0",0.0748959734811256,0
"275","U2FDB27",0.496585572438537,0
"276","U4B5E2F",0.359602363479739,0
"277","U323503",0.196136935414897,0
"278","U2866B9",0.441326114838455,0
"279","U4A5C8C",0.150890488804756,0
"280","U3CD9D2",0.452528140195434,0
"281","U4A0D2C",0.261232090872845,0
"282","U1526A7",0.490255967290809,0
"283","U1DBB72",0.454119241338473,0
"284","U47E4CF",0.14268257113149,0
"285","U43062E",0.345437674055357,0
"286","U3562E5",0.0743208304214549,0
"287","U302FF0",0.288886010963241,0
"288","U09A10F",0.191264033685346,0
"289","U01CCED",0.184408774819314,0
"290","U2721F8",0.147387237394946,0
"291","U3456A8",0.195884007292059,0
"292","U0B54D0",0.217736953157255,0
"293","U362F4E",0.219883828407099,0
"294","U42FA79",0.0889998524939992,0
"295","U10E5AC",0.282587164769347,0
"296","U123BE3",0.130347335504543,0
"297","U3FF0DF",0.386754007193438,0
"298","U26593F",0.251931559322145,0
"299","U494DF7",0.106772700136769,0
"300","U51D20B",0.103921945830121,0
"301","U319E95",0.349380951559889,0
"302","U212CB1",0.216906421877209,0
"303","U288D93",0.202816972380457,0
"304","U503F4B",0.149804512397972,0
"305","U49BCDA",0.144344382515296,0
"306","U44DBD6",0.444309146556822,0
"307","U49FDBA",0.421745043051826,0
"308","U002608",0.316065078057203,0
"309","U2965A4",0.130393419600364,0
"310","U193E23",0.503886539780468,1
"311","U5390D5",0.567175040144108,1
"312","U2B3060",0.508670652484729,1
"313","U14F5DD",0.877464107973308,1
"314","U2986D5",0.293337188320967,0
"315","U49049C",0.12061454906623,0
"316","U19FE39",0.136601173129985,0
"317","U4F008C",0.0594241648371883,0
"318","U0AE05E",0.151455517818822,0
"319","U10E6CF",0.256163685168142,0
"320","U4FCC1F",0.174603413418369,0
"321","U53F73F",0.137981705950477,0
"322","U0CA738",0.38942096131175,0
"323","U51C6AD",0.192985218740237,0
"324","U2F27AA",0.194525266071725,0
"325","U07FA40",0.151275346071032,0
"326","U35DED3",0.26404443046159,0
"327","U350242",0.140062512906377,0
"328","U37F7D4",0.0808363957474157,0
"329","U51C720",0.0249944881141009,0
"330","U0DFDD1",0.347183544027027,0
"331","U2B5F3D",0.388488470180437,0
"332","U41B45E",0.229029048962791,0
"333","U2D360F",0.432492258942448,0
"334","U0F1B3A",0.219696586321222,0
"335","U1D7628",0.194276527904447,0
"336","U41B715",0.467903232915848,0
"337","U436D3E",0.0919925661319562,0
"338","U065C23",0.359683494107626,0
"339","U0F7018",0.198520846180747,0
"340","U4239A0",0.160808361115739,0
"341","U3949DC",0.193457455289741,0
"342","U05ECAB",0.0917965048337387,0
"343","U314469",0.401197735001185,0
"344","U06B892",0.37066589082925,0
"345","U1C7F78",0.194888715871482,0
"346","U26063C",0.0912830386808617,0
"347","U12FD46",0.120600457878411,0
"348","U3B1BD1",0.0420983341747501,0
"349","U1CD6B7",0.0621751730940897,0
"350","U10A126",0.281220063966067,0
"351","U49FCA2",0.0502980635007769,0
"352","U5274FF",0.721503416695754,1
"353","U4C1741",0.19765699259225,0
"354","U18DD90",0.240853436958419,0
"355","U18D26C",0.108898197530889,0
"356","U44937A",0.0451888480924968,0
"357","U50B187",0.236438550648464,0
"358","U00B6A1",0.133062543135332,0
"359","U3808A1",0.117945880832876,0
"360","U1E8AED",0.150824178953357,0
"361","U3B8A05",0.151589067883644,0
"362","U4108C9",0.15317359262515,0
"363","U2C1799",0.637197937711371,1
"364","U4E1FF0",0.0837759209916664,0
"365","U40DB03",0.336398138026818,0
"366","U43BBB7",0.634686457861429,1
"367","U44CFC5",0.159074044198933,0
"368","U5480E9",0.0324839765246581,0
"369","U0E83A5",0.158870456180878,0
"370","U2FFC90",0.233363392708907,0
"371","U2E1581",0.482252231596381,0
"372","U28ACA5",0.28174493946791,0
"373","U4768B7",0.139969290006343,0
"374","U2DCB93",0.133133039801688,0
"375","U436F63",0.22831847208339,0
"376","U4F6F49",0.193118122107178,0
"377","U221E7C",0.0993254194394101,0
"378","U225AB8",0.244474937889634,0
"379","U1EF418",0.264943618677997,0
"380","U47B597",0.276897633253996,0
"381","U514E9F",0.135572270609605,0
"382","U160AB8",0.0494696295718385,0
"383","U3F08E2",0.52848766185256,1
"384","U2DF1AB",0.145467407933506,0
"385","U288CEE",0.124149595526591,0
"386","U3F9C9F",0.163783456580891,0
"387","U02F002",0.192342774501744,0
"388","U1E86A5",0.433151165229831,0
"389","U2E660A",0.13948676867352,0
"390","U11B153",0.120226267387224,0
"391","U2A0A02",0.209777576455795,0
"392","U2D2E3D",0.223203570569165,0
"393","U2420A7",0.21037479194071,0
"394","U102449",0.0904597027053389,0
"395","U53028A",0.530859022919685,1
"396","U079E03",0.269715774596384,0
"397","U0CA201",0.010585024973825,0
"398","U41A4C7",0.0940387701411985,0
"399","U2E47E5",0.154209654991045,0
"400","U4C4B38",0.0853869867455304,0
"401","U4D3F04",0.418579527494293,0
"402","U2E50E5",0.172354534438978,0
"403","U0639B5",0.476226380962597,0
"404","U3ABC0D",0.117980914968485,0
"405","U25B859",0.263493556918817,0
"406","U09B2D8",0.100031726200164,0
"407","U01F0C5",0.157287930209785,0
"408","U127710",0.0693778185231685,0
"409","U1E978A",0.253976166099716,0
"410","U234EDB",0.376931875543974,0
"411","U498AE8",0.354957535227366,0
"412","U073348",0.107157392205897,0
"413","U1ACD8F",0.289656383090221,0
"414","U2C168D",0.15935909025263,0
"415","U421DDD",0.164965775614682,0
"416","U483BFD",0.244352473340109,0
"417","U2A831F",0.146036501867415,0
"418","U2BCCF8",0.295014903577696,0
"419","U37B199",0.143112584635479,0
"420","U259B1B",0.219551109408758,0
"421","U02955B",0.0830148707018943,0
"422","U203728",0.238806003939599,0
"423","U13A592",0.158324170054142,0
"424","U43D1BD",0.275890511233736,0
"425","U3F27FC",0.164122130372121,0
"426","U1BC9D5",0.0732245397197182,0
"427","U24901B",0.0825051556775459,0
"428","U015E7A",0.0706815661611216,0
"429","U43C0A5",0.198676273099829,0
"430","U22ED45",0.593152026183274,1
"431","U248096",0.318937254343764,0
"432","U3EAB25",0.0934758434301906,0
"433","U454C18",0.443104330756802,0
"434","U4B958A",0.0628126177475687,0
"435","U2EA840",0.199912251030572,0
"436","U254354",0.219734691608176,0
"437","U4C342B",0.161394164098138,0
"438","U170BCD",0.257543980569152,0
"439","U1B1C2F",0.0800291112077701,0
"440","U41F408",0.330890858523601,0
"441","U17C89A",0.313432253376458,0
"442","U20D062",0.155214080718246,0
"443","U26F4D0",0.245811047127999,0
"444","U1D0E38",0.129792468452153,0
"445","U52A75E",0.14200289169373,0
"446","U3D760A",0.0724368391621501,0
"447","U012547",0.362843125039379,0
"448","U090D2C",0.114665459410221,0
"449","U008D75",0.285659143709094,0
"450","U3CC047",0.180164780528457,0
"451","U349431",0.202504039080759,0
"452","U3BE866",0.166194891260673,0
"453","U4A5886",0.0334470993672314,0
"454","U257AAA",0.359539005050651,0
"455","U2FD640",0.108724162008266,0
"456","U393CBD",0.328188797510321,0
"457","U4F8A97",0.1194534928783,0
"458","U090E18",0.102245860926078,0
"459","U378E7E",0.43949271470972,0
"460","U1CBDEA",0.295036650811808,0
"461","U4964E5",0.150765411779917,0
"462","U355319",0.607322727385154,1
"463","U430ABB",0.212461181958191,0
"464","U4AC4A8",0.119859199570288,0
"465","U3498D1",0.360116842787182,0
"466","U52FBCB",0.180330534729582,0
"467","U5485FE",0.102652574546699,0
"468","U541853",0.367851296913188,0
"469","U008890",0.105136794882086,0
"470","U49E0BF",0.245530522871639,0
"471","U045068",0.208602955764214,0
"472","U4E5ED9",0.166319369586152,0
"473","U0DE36B",0.530239973645481,1
"474","U11BAE3",0.163501160026687,0
"475","U406767",0.0975144149844712,0
"476","U1C6DC0",0.201719317993691,0
"477","U327303",0.15020372631158,0
"478","U3B37DB",0.26729396134399,0
"479","U3D05D8",0.252389452993772,0
"480","U08A1FE",0.257513194695904,0
"481","U386014",0.0753106502644263,0
"482","U1C7D0E",0.108523099753057,0
"483","U2F4A44",0.137433054666475,0
"484","U42E2B3",0.246697179688571,0
"485","U48AF95",0.104101651238884,0
"486","U31ED3A",0.361480890281449,0
"487","U1DE3A4",0.293416511228891,0
"488","U11CAEE",0.0516881220146548,0
"489","U0B0810",0.586612662262592,1
"490","U22AA07",0.167600190533024,0
"491","U1E09E3",0.0786099461840723,0
"492","U2E3668",0.260278800176017,0
"493","U19A41C",0.192070883761829,0
"494","U2D5D8A",0.192673277309604,0
"495","U044173",0.0547203455494483,0
"496","U42833E",0.1251954418343,0
"497","U24300A",0.303195722189637,0
"498","U1B0D53",0.267582586128232,0
"499","U25376C",0.27204814998433,0
"500","U002ED5",0.225314829082811,0
"501","U3EDA68",0.156668289904286,0
"502","U2CFE08",0.276014415994418,0
"503","U36C4F3",0.307449831656677,0
"504","U006C5F",0.275508028188312,0
"505","U2F0AB0",0.0411548803570844,0
"506","U40E988",0.28312438149168,0
"507","U2116B5",0.0787126322945327,0
"508","U0CD769",0.38930486783813,0
"509","U06587F",0.448035450431828,0
"510","U357189",0.298172793159637,0
"511","U0EAE28",0.210020508222587,0
"512","U1004FE",0.0595635019420446,0
"513","U469720",0.286794472473473,0
"514","U155847",0.262173359707539,0
"515","U300EFD",0.162306453591009,0
"516","U05A1FA",0.127207745374818,0
"517","U2F2280",0.472266242708214,0
"518","U161677",0.0734568309481086,0
"519","U068784",0.21319741031494,0
"520","U2E7966",0.205004405740363,0
"521","U3B607D",0.473010007350163,0
"522","U3ED1B8",0.195778227791767,0
"523","U0C1D8C",0.05599729774209,0
"524","U0048A9",0.076811379258866,0
"525","U26DBB7",0.213449567554654,0
"526","U49BD16",0.401718811495887,0
"527","U13EE8C",0.194814299179568,0
"528","U1189FB",0.362166089005554,0
"529","U541BFA",0.108614046475033,0
"530","U2151AB",0.114408390347774,0
"531","U116C4D",0.0974276728991155,0
"532","U032828",0.212304138045997,0
"533","U42B4C5",0.0813300630247694,0
"534","U22C482",0.0872789798379731,0
"535","U1789D2",0.141519858445374,0
"536","U43EFD9",0.138290618540813,0
"537","U461131",0.215995485783679,0
"538","U2D2721",0.0992126017206961,0
"539","U287FC1",0.256077054385485,0
"540","U0BB35C",0.183863644464923,0
"541","U4C324C",0.133969761953025,0
"542","U353202",0.15385441750654,0
"543","U3B46E4",0.27019858793046,0
"544","U019436",0.0883090310287699,0
"545","U1FE928",0.144363156873982,0
"546","U272205",0.188682943556197,0
"547","U529E40",0.300733584308795,0
"548","U3BA04C",0.327424564488646,0
"549","U479CEF",0.133462332062167,0
"550","U277866",0.0909268500571302,0
"551","U0BA872",2.22044604925031e-16,0
"552","U44B149",0.0890896107841962,0
"553","U24E7FE",0.0919969127579083,0
"554","U1B3F24",0.247703720060039,0
"555","U0C3EF3",0.30744179746928,0
"556","U08F299",0.161600890258275,0
"557","U39E782",0.107775099489194,0
"558","U369592",0.131762128035411,0
"559","U292C44",0.62244421499179,1
"560","U13FC47",0.0769201105250536,0
"561","U08766D",0.0635375935333109,0
"562","U0D41AE",0.130108801035906,0
"563","U5303AC",0.42295096201873,0
"564","U45B12E",0.624595960167512,1
"565","U165177",0.357346428668176,0
"566","U2E7602",0.060344987331178,0
"567","U155164",0.687058907350001,1
"568","U3DFF12",0.264620966408933,0
"569","U3B76BF",0.735036568811918,1
"570","U2D3061",0.403200589852538,0
"571","U25C3C6",0.188539267929631,0
"572","U010070",0.288750157348501,0
"573","U364BB4",0.117119152766703,0
"574","U41EECA",0.073254212210661,0
"575","U041D53",0.256324889400059,0
"576","U13690D",0.355985675864575,0
"577","U023142",0.402692194327837,0
"578","U3B6533",0.386314067216079,0
"579","U400526",0.375794043889115,0
"580","U2C1CE9",0.0699703898825958,0
"581","U1759DE",0.297050026858964,0
"582","U1A0E3B",0.448284131119125,0
"583","U06F513",0.343790185974726,0
"584","U4A37C3",0.189652061668813,0
"585","U24E6E2",0.041789635423508,0
"586","U0CE641",2.22044604925031e-16,0
"587","U3ECD44",0.114457871884989,0
"588","U09DFFC",0.0332632577142773,0
"589","U29BD5B",0.108800621589529,0
"590","U31C37E",0.371017200232351,0
"591","U2C694F",0.671525273791271,1
"592","U395A18",0.163900333850611,0
"593","U53351F",0.0852163293446668,0
"594","U3D7392",0.295892014149154,0
"595","U494BB9",0.10636564076003,0
"596","U4B6400",0.125349889640487,0
"597","U0F93D4",0.0866172124464955,0
"598","U185D92",0.130126095095333,0
"599","U3C6A98",0.244165238008988,0
"600","U2CDAAF",0.26997428640663,0
"601","U5184AB",0.120118793432092,0
"602","U4E740F",0.171277241115703,0
"603","U4994E7",0.267323886412259,0
"604","U20B7AC",0.200084556316364,0
"605","U2F2AD1",0.200002702451198,0
"606","U08918E",0.0655391944325486,0
"607","U375B2C",0.141637692841142,0
"608","U4082ED",0.131162423510909,0
"609","U0EC203",0.569209306453733,1
"610","U523EEA",0.356594495649088,0
"611","U26639F",0.50721615288261,1
"612","U298A7E",0.331317109652207,0
"613","U5021DA",0.514620575791055,1
"614","U2BDD35",0.203055958056815,0
"615","U1B456F",0.0777556278926505,0
"616","U0D5EB8",0.622598551623856,1
"617","U3F0398",0.305282638467618,0
"618","U2CFEF3",0.127750851721207,0
"619","U253B8A",0.339669384520144,0
"620","U1E9B68",0.101583861374134,0
"621","U02498D",0.512382067962095,1
"622","U450A00",0.110554947694889,0
"623","U1B2ACC",0.117341492278349,0
"624","U13AEBC",0.435688052069463,0
"625","U39442A",0.265107604974088,0
"626","U0C62B1",0.0572032228869458,0
"627","U457A8D",0.172646014303164,0
"628","U32B057",0.21123826414544,0
"629","U36800E",0.221250212791565,0
"630","U375310",0.168454313484169,0
"631","U40C96D",0.227636810804972,0
"632","U3D02CE",0.248909987673664,0
"633","U543408",0.118759421556223,0
"634","U132603",0.137452074433047,0
"635","U0CC87D",0.0486934375017566,0
"636","U277B13",0.219070571401755,0
"637","U29C3FF",0.162632955280085,0
"638","U1AB7AD",0.207544053897913,0
"639","U1BF9BE",0.0825616969399838,0
"640","U0C67B7",0.168643472493711,0
"641","U1F2D33",0.033971595722672,0
"642","U1C296C",0.112542728926063,0
"643","U189E34",0.0791678090904916,0
"644","U41DCA7",0.2606354870587,0
"645","U1AEE7B",0.504761993721242,1
"646","U3DA9A0",0.225085895550814,0
"647","U07EEF6",0.296732163582067,0
"648","U48A522",0.242952439732205,0
"649","U2338E1",0.0767116687618444,0
"650","U225FC2",0.0939735398720015,0
"651","U4D59AE",0.415549259987454,0
"652","U2353E6",0.150774369452202,0
"653","U453A46",0.194868778334596,0
"654","U4CA7E5",0.141625700855024,0
"655","U32A509",0.133969761953025,0
"656","U2FBE3E",0.0194841614953629,0
"657","U3F4BE9",0.182871552964971,0
"658","U0F14DB",0.520063689676505,1
"659","U26B204",0.0871813613516073,0
"660","U10EDE1",0.0317231401230565,0
"661","U1E6507",0.162832541393196,0
"662","U1BC1B4",0.706879478901937,1
"663","U0AA164",0.526699725009988,1
"664","U0EE241",0.349429763690785,0
"665","U24B28E",0.356508864615789,0
"666","U35B19C",0.07234421561028,0
"667","U3AFD36",0.496829702473089,0
"668","U0D9AFB",0.335479348063299,0
"669","U3822E4",0.0780706150773283,0
"670","U410D52",0.0679282721842136,0
"671","U39307F",0.305070825684528,0
"672","U06B44D",0.612982426882821,1
"673","U490861",0.101669096450884,0
"674","U1D5EC6",0.417129714784199,0
"675","U03792D",0.533647639846208,1
"676","U1B9FAE",0.0840310566101628,0
"677","U1DF0A0",0.111183575282509,0
"678","U44FA9F",0.170273966191688,0
"679","U19780A",0.210735664445592,0
"680","U37EE0C",0.0653258882535165,0
"681","U42257C",0.142817046948924,0
"682","U30FE9A",0.10624115450948,0
"683","U420D71",0.163308709238962,0
"684","U2CED68",0.211413739169783,0
"685","U3BEBCD",0.291868750879289,0
"686","U073F97",0.172734612059024,0
"687","U339F17",0.220184690006971,0
"688","U1A1D24",0.122604885114117,0
"689","U310645",0.1245391865393,0
"690","U4DD0B9",0.170076517234068,0
"691","U324A85",0.0899072346525995,0
"692","U395452",0.126017633656506,0
"693","U483E33",0.152016239352935,0
"694","U139FF7",0.178297222038866,0
"695","U2808F6",0.154195495300499,0
"696","U326314",0.183748744187953,0
"697","U086AB5",0.183191110796157,0
"698","U1A1808",0.0895638665503229,0
"699","U4F0E36",0.158317481406354,0
"700","U1F4AE8",0.647031246868269,1
"701","U488510",0.348817619416645,0
"702","U3D2FBA",0.159450494002844,0
"703","U227BEF",0.127805271070302,0
"704","U500926",0.139267906882,0
"705","U12F1DD",0.453893798440513,0
"706","U23F77E",0.325515326646446,0
"707","U3C6499",0.170323298805515,0
"708","U1A74D2",0.0490423685933518,0
"709","U12C37D",0.137170631066172,0
"710","U2493C2",0.119295535676059,0
"711","U40F3D8",0.46732584128926,0
"712","U292C88",0.258198089160108,0
"713","U3BFDF3",0.2108571948949,0
"714","U2F0906",0.0991052068864016,0
"715","U016B6D",0.0595050857263537,0
"716","U020FE7",0.195180663232147,0
"717","U21F95B",0.404837511874353,0
"718","U084765",0.0462701574091849,0
"719","U1E8FCF",0.186995552741368,0
"720","U345C92",0.209000104340094,0
"721","U2E2F31",0.178046800526733,0
"722","U27049F",0.416532773015094,0
"723","U388CB3",0.128787316187669,0
"724","U3B0DC6",0.319533513181542,0
